Review,Rating
"Explored this place today and was surprisingly very good because it never occurred me to try out for this long. Has an American cafe ambiance and feel and is open until 1 AM at least. The cheese garlic bread, veg puffs and Latte coffee were pretty good. It's self service and the order came in pretty quick. One and only suggestion is that maybe they can focus a little more on cleanliness. Overall, a good place for a quick catch up with friends over a bite. Amit Agrawal Harsh Jhunjhunwala Poorvi Agarwal",1
As a sizzlers Fan went to longe my taste buds with sizzlers.Order Fish n chips along with chilly chicken for straters and oh my fell in love with fish n chips.. Chicken Sizzlers were really gud... Loved the ambience and the music.. worth visiting the place.. Fish n chips are must try.,2
no chicken pieces in it,0
"This place is best for evening snack, we had a milkshake and a cappuccino. The walls are covered with great wallpapers and the cars and bikes in the restaurant area are speechless",1
Sizzlers are really good here but one must have knowledge what they want exactly along with sizzler otherwiSe it's hard to fiNish it of and also need to update the orDer with pice level for spice lovers,2
Not upto the mark,0
"Nice and relaxed ambience, I won't mind chilling here for some time but that's it. Food is very average and the service is ok. hazelnut cold coffee is something you can try.",1
"It was my first time to taste this dish and totally satisfied. I cut down that 5th star because it lacks spice and realized that there are spicy sauces that can be added to the dish, after our plates were empty.
Good ambience and service",2
"worst biriyani ever had. there was some small pieces of chicken curry (dry) placed over some rice. I don't know whether you have learnt atleast how biriyani looks like even after being in the city of biriyanis, that it is not just some pieces of chicken kept over a lump of basmati rice. pls grow up. (no 0* option)",0
too sweet,1
"Friendly staff, Good Food, and Ambience. On 2 occasions, I have had the chance to enjoy their sizzlers and prawns and both times, I enjoyed the experience",2
very bad wrong order received,0
Good ambience. A place for grabbing quick bites. Service was a bit late. Heard that this place serves good coffee..I had cold coffee which was very bad surprisingly!,1
It is a very good place for sizzelers. Loved the person who was singing der. A very good experience overall. Loved the food and the food was served on time and food was amazing. It was a very good experience for my family and me. I would recommend this place to all my friends and aqueitence.,2
no taste,0
"Since it was the festive season, and I wanted to try Navratri specials at Faasos. Tried their Singhada ke aloo parantha, Paneer Makhanwala, Sabudhana ki kheer, Green tomato curry and Curd. 
It was not as expected. Did not taste quite well. The parantha was a bit soggy and the curry was not up to the mark. The kheer was not sweet enough. Not a big fan of their Navratri box.
I was disappointed with the food, though the food came in nice packaging. Very neatly packed but taste was not so neat.
Need to improve a lot.",1
Simple place but very tasty sizzlers. Portioning for the sizzlers are also excellent. Service was also good. I tried one of the chicken sizzlers and loved the plating and all the added stuff that came along.,2
food not good because biryani rice not spicy just plain rice given to me,0
"Its the festive season and I wanted to try the navrathri Thali. I tried my hand at Faasos. The Thali was well presented, the rotis were a bit hard. Sweet is average. Slightly Less sweet because of the festival. I like the paneer. And by the time the raita reached me, it was off. Bitter in taste. Overall experience neither positive nor negative.",1
This is the best place for those who live sizzlers which is best and cheaper food in this place is good but the deli ery of the food is bit slower as compared to other,2
